"words","freq"
"perpetrated",1
"perpetuity",1
"perpupil",7
"perquisites",1
"perriello",2
"perry",61
"perrys",18
"pers",4
"persecutes",1
"persisting",1
"persists",1
"person",52
"personal",32
"personalinjury",1
"personally",7
"personhood",2
"personnel",12
"personone",1
"persons",8
"perspective",1
"perstudent",4
"persuaded",1
"perversity",1
"pest",1
"pesticides",1
"pet",3
"peta",1
"pete",8
"peter",5
"peters",2
"petersburg",5
"peterson",1
"petition",5
"petitions",4
"petraeus",4
"petrarca",1
"petroleum",3
"pets",1
"pew",1
"peyton",1
"pharmaceutical",3
"pharmacies",1
"pharmacists",3
"pharmacy",1
"phaseout",1
"phasing",1
"phds",1
"phil",7
"philadelphia",10
"philando",1
"philip",2
"philippine",2
"philippines",2
"philly",1
"phillys",1
"philosophers",1
"philosophy",1
"phoenix",9
"phone",14
"phones",6
"phony",3
"photo",21
"photographed",2
"photographedwith",1
"photographer",1
"photographers",1
"photographic",1
"photographs",2
"photoid",1
"photoop",1
"photos",1
"photovoltaic",1
"phrase",1
"physical",1
"physically",4
"physician",3
"physicians",2
"pick",8
"picked",2
"picking",3
"picks",2
"pickup",1
"picture",6
"piece",10
"pieces",4
"pier",1
"pig",1
"pilaf",1
"pile",1
"piles",1
"pill",4
"pillars",1
"pillowtex",2
"pilot",1
"pilots",3
"pine",1
"pinellas",6
"pines",1
"pink",4
"pinnacle",1
"pinprick",2
"pint",1
"pioneer",1
"pioneers",1
"pip",2
"pipe",1
"pipeline",20
"pipelines",1
"pipes",2
"piracy",2
"pirates",1
"pistol",1
"pistorius",1
"pit",1
"pitch",1
"pitts",1
"pittsburgh",2
"pivotal",1
"pizza",4
"place",37
"placed",4
"placement",1
"places",17
"plagiarizing",1
"plain",3
"plale",2
"plan",273
"plane",9
"planes",4
"planet",7
"planetarium",1
"planetary",1
"planned",65
"planning",5
"plans",46
"plant",25
"plantakesmoney",1
"planted",1
"planthose",1
"plants",11
"plastic",2
"plastics",1
"plates",1
"platform",13
"platinum",1
"play",5
"playboy",1
"played",10
"player",2
"players",4
"playgrounds",1
"playing",6
"playoff",1
"playoffs",1
"pleasant",1
"please",2
"pled",2
"pledge",15
"pledged",8
"plot",3
"plotted",1
"plotting",1
"plouffe",1
"ploy",1
"pls",1
"plug",1
"plumbers",2
"plummet",1
"plummeted",3
"plummeting",1
"plus",14
"pluto",2
"plutocratic",1
"poachers",1
"pocket",4
"pocketed",4
"pocketing",2
"pockets",5
"podesta",1
"point",30
"pointed",4
"points",24
"poised",1
"poison",3
"poisoned",1
"poisoning",2
"poizner",2
"poland",4
"polar",2
"poles",3
"police",65
"policemen",5
"policemens",1
"policies",46
"policiesthe",1
"policing",1
"policy",46
"policyholders",1
"poliquin",1
"polite",1
"political",48
"politically",2
"politician",12
"politicians",21
"politics",12
"politifact",9
"politifacts",1
"poll",35
"polled",1
"polling",7
"polls",33
"pollsno",1
"pollster",1
"pollutant",1
"pollutants",1
"polluted",2
"polluter",1
"polluters",2
"polluting",2
"pollution",9
"ponds",1
"pong",1
"pony",3
"ponzi",8
"pool",2
"pools",1
"poor",26
"poorer",2
"poorest",5
"poors",1
"pop",3
"popcorn",1
"pope",3
"popper",1
"popular",26
"popularity",1
"populated",1
"population",82
"populationin",1
"populations",1
"populist",1
"populous",1
"pork",11
"porkbarrel",1
"porkfilled",2
"porn",2
"pornography",3
"porous",1
"port",7
"portends",1
"portfolio",2
"portion",4
"portland",19
"portlandmilwaukie",3
"portlands",3
"portman",14
"portmans",3
"portrays",1
"portugal",1
"portugals",1
"pose",3
"posed",2
"poses",4
"posing",2
"position",31
"positions",13
"positive",11
"possess",1
"possession",4
"possible",18
"possibly",3
"post",8
"postage",2
"postal",5
"posted",6
"poster",1
"posting",1
"postpones",1
"posts",3
"postsaid",1
"postsecondary",1
"postsoviet",1
"poststorm",1
"postwar",1
"pot",11
"potato",1
"potent",1
"potential",9
"potentially",8
"potshoot",1
"potsmoking",1
"pottery",1
"potusing",1
"poultry",1
"pound",3
"pounds",4
"pour",3
"pouring",1
"poverty",58
"pow",2
"powell",2
"power",52
"powered",1
"powerful",2
"powers",4
"powersharing",1
"pows",1
"pps",1
"practically",3
"practice",7
"practices",5
"practicing",3
"praise",1
"praised",4
"prank",1
"pray",4
"prayed",2
"prayer",13
"prayers",2
"praying",1
"preach",1
"preacher",1
"preaches",1
"preborn",1
"precedent",4
"preceding",1
"precinct",4
"precincts",3
"precious",2
"precipitation",1
"precipitous",1
"precisely",2
"precleared",1
"preconditions",1
"predator",2
"predators",3
"predatory",3
"predecessor",3
"predecessors",3
"predicament",1
"predict",1
"predicted",5
"predicting",2
"prediction",1
"predicts",1
"predominantislamist",1
"predominantly",1
"preexisting",12
"prefer",1
"preference",2
"preferences",2
"preferring",1
"prefers",1
"pregnancies",5
"pregnancy",8
"pregnant",9
"prehillary",1
"prejudged",1
"prejudges",1
"prek",5
"prekindergarten",3
"premature",2
"prematurely",2
"premeditation",1
"premier",1
"premise",2
"premium",7
"premiums",30
"prenatal",2
"prep",2
"prepaid",1
"preparation",3
"prepared",3
"preparing",3
"prerecession",1
"pres",1
"preschool",4
"preschoolers",1
"prescribed",4
"prescribers",1
"prescription",17
"prescriptiononly",1
"presence",3
"present",5
"presented",2
"preservation",1
"preserved",1
"preside",1
"presided",6
"presidency",21
"president",596
"presidentdesignate",1
"presidentelect",3
"presidential",50
"presidentially",1
"presidents",45
"presiding",2
"press",15
"pressed",1
"pressing",1
"pressure",3
"pressured",1
"pressurized",1
"prestigious",1
"presurge",1
"pretrial",1
"pretty",9
"prevailing",2
"prevent",18
"preventable",5
"preventative",2
"prevented",3
"preventing",4
"prevention",9
"preventive",5
"prevents",4
"previous",23
"previously",10
"price",19
"prices",37
"pricetag",1
"pricing",2
"pride",2
"pridemore",1
"priest",1
"priests",1
"primaries",3
"primarily",3
"primary",39
"primaryage",1
"prime",8
"prince",3
"principal",2
"principally",1
"principals",1
"principles",3
"print",3
"printed",1
"prior",15
"priorities",3
"prioritize",2
"priority",1
"prison",27
"prisonand",1
"prisoners",7
"prisons",7
"pristine",3
"privacy",3
"private",107
"privately",3
"privatesale",1
"privatesector",26
"privatization",6
"privatize",16
"privatizing",9
"privilege",3
"privileges",1
"prize",1
"prizes",1
"pro",2
"proabortion",4
"proactive",1
"proamerican",1
"proamnesty",1
"probability",1
"probably",17
"probation",1
"probationers",1
"probe",5
"problem",22
"problems",10
"procedural",1
"procedure",4
"procedures",5
"proceedings",1
"proceeds",1
"process",11
"processed",4
"processes",1
"processing",4
"processors",1
"prochoice",9
"proclaimed",1
"proclamation",1
"prodemocratic",1
"produce",13
"produced",10
"producer",1
"producers",2
"produces",1
"producing",5
"product",17
"production",14
"productions",2
"productive",2
"productivity",3
"products",13
"professional",5
"professionals",1
"professors",1
"proficiency",5
"proficient",2
"profiles",2
"profiling",2
"profit",15
"profitable",1
"profiting",2
"profitmaking",1
"profits",19
"program",132
"programs",47
"progress",5
"progressive",5
"progressivewas",1
"progrowth",1
"progun",2
"prohibit",2
"prohibited",5
"prohibiting",2
"prohibition",1
"prohibitions",1
"prohibits",2
"proisrael",1
"projchildsafe",1
"project",30
"projected",16
"projecting",1
"projection",1
"projections",4
"projector",1
"projects",29
"prolife",15
"proliferation",1
"prolifers",1
"prolific",1
"promexican",1
"prominent",2
"promise",19
"promised",29
"promises",7
"promising",2
"promoscow",1
"promote",5
"promoted",3
"promotes",3
"promoting",4
"promotional",1
"prompting",2
"promptly",1
"pronounced",1
"proof",7
"proofofinsurance",1
"prop",4
"propaganda",2
"propagation",1
"proper",4
"properly",2
"properties",5
"property",75
"propertytax",1
"proponent",2
"proponents",1
"proportion",5
"proportionally",1
"proportions",2
"proposal",46
"proposalputs",1
"proposals",10
"propose",3
"proposed",111
"proposedcorporate",1
"proposes",5
"proposing",10
"proposition",7
"propositions",2
"prosecute",4
"prosecuted",7
"prosecuting",1
"prosecution",6
"prosecutions",1
"prosecutor",3
"prosecutorial",1
"prosecutors",5
"prospects",1
"prosper",1
"prosperity",3
"prosser",2
"prostate",4
"prostimulus",1
"prostitutes",4
"prostitution",2
"protect",28
"protected",8
"protecting",6
"protection",20
"protections",12
"protects",1
"protein",2
"protest",5
"protestant",2
"protested",1
"protester",2
"protesters",14
"protests",5
"protocol",1
"prototype",1
"proud",6
"proudest",1
"proudly",2
"prove",2
"proved",3
"proven",7
"proves",4
"provide",37
"provided",17
"providence",27
"providences",4
"provider",3
"providers",6
"provides",16
"providing",6
"provincial",1
"proving",1
"provision",11
"provisional",4
"provisions",11
"proximity",1
"prresident",1
"pryor",4
"psychiatric",1
"psychological",1
"psychologists",1
"pta",1
"public",222
"publications",1
"publicemployee",2
"publicly",8
"publicprivate",1
"publicschool",1
"publicsector",1
"publish",1
"published",3
"puckett",1
"puddle",2
"puerto",5
"pull",5
"pulled",6
"pulling",1
"pulls",1
"pump",9
"pumpkin",1
"pumps",1
"punch",1
"punish",1
"punished",1
"punishment",3
"punxsutawney",1
"pupil",6
"purchase",15
"purchased",6
"purchasers",2
"purchases",4
"purchasing",6
"pure",1
"purge",4
"purim",1
"purpose",3
"purposely",1
"purposes",2
"pursue",5
"pursued",1
"pursuing",2
"pursuit",1
"push",8
"pushed",9
"pushes",1
"pushing",7
"put",103
"putin",4
"putnam",2
"puts",8
"putte",1
"putting",13
"pwned",1
"qaeda",4
"qatar",2
"qataris",1
"quadrupled",7
"quail",1
"qualified",2
"qualifies",2
"qualify",8
"quality",8
"quarantined",1
"quarter",25
"quarterbacks",2
"quarterbillion",1
"quartercentury",1
"quartermillion",1
"quartermilliondollar",1
"quarterofamillion",1
"quarters",2
"question",15
"questionable",2
"questioned",2
"questioning",4
"questionnaires",1
"questions",10
"quick",2
"quicker",1
"quickly",4
"quiet",1
"quieter",1
"quietly",1
"quin",1
"quinnipiac",1
"quiones",1
"quipped",1
"quit",3
"quite",6
"quits",1
"quonset",2
"quorum",1
"quote",8
"quotes",2
"quotethe",1
"rabbi",1
"rabid",2
"rabies",1
"raccoons",1
"race",31
"races",8
"racetrack",1
"rachel",2
"racial",4
"racially",1
"racing",3
"racism",1
"racist",4
"racists",1
"rack",2
"racked",3
"racking",1
"racks",1
"radar",1
"radel",1
"radiation",2
"radical",16
"radicalized",1
"radicalizing",1
"radically",1
"radio",5
"radius",1
"raese",1
"raffled",1
"raging",2
"rahall",1
"raid",6
"raided",1
"raids",2
"rail",22
"raila",2
"railroad",2
"raimondo",3
"rained",1
"rainfall",1
"rainwater",1
"rainy",11
"raise",125
"raised",85
"raises",21
"raising",50
"raisingis",1
"raked",2
"raking",1
"rallies",1
"rally",6
"rallying",1
"ralph",4
"ram",1
"rammed",2
"ramp",1
"rampant",1
"ran",20
"ranch",2
"ranches",1
"rand",7
"randi",3
"randy",2
"rang",1
"range",3
"rangel",1
"ranger",1
"rangers",1
"rank",7
"ranked",19
"ranking",5
"rankings",1
"ranks",33
"ransom",2
"rape",41
"raped",5
"rapes",3
"rapid",3
"raping",1
"rapists",5
"rare",4
"rarely",1
"rarer",2
"rasmussen",3
"rate",262
"rated",7
"rateofreturn",1
"ratepayers",1
"rates",98
"rather",8
"ratification",1
"ratifies",1
"ratify",1
"rating",28
"ratings",10
"ratio",6
"ration",3
"rationing",1
"rations",2
"ratios",2
"raufs",1
"raul",1
"rauner",2
"raw",2
"ray",1
"rays",1
"rca",1
"rds",1
"reach",10
"reached",13
"reaches",2
"reaching",4
"react",1
"reactions",3
"reactor",1
"read",18
"readily",1
"readiness",2
"reading",12
"ready",4
"reaffirmed",1
"reagan",54
"reaganbush",1
"reagans",9
"real",44
"realdonaldtrump",1
"realistic",1
"reality",6
"realize",2
"realized",1
"reallife",1
"really",27
"reaped",1
"reardon",1
"reason",18
"reasonable",1
"reasonably",1
"reasoning",1
"reasons",7
"reauthorization",1
"rebate",2
"rebates",4
"rebecca",4
"rebel",2
"rebels",2
"rebidding",1
"rebounding",1
"rebuild",5
"rebuilding",1
"rebuilt",2
"recall",23
"recalled",1
"receipts",2
"receive",39
"received",50
"receives",4
"receiving",15
"recent",59
"recently",26
"recess",1
"recession",22
"recessions",3
"recidivism",4
"recipient",2
"recipients",11
"reciprocity",1
"recite",1
"recklessly",2
"reclaimed",1
"reclaiming",1
"recognize",5
"recognized",5
"recognizes",1
"recommendation",1
"recommendations",4
"recommended",4
"recommending",3
"recommends",2
"recon",1
"reconciliation",4
"record",91
"recordbreaking",2
"recorded",8
"records",15
"recount",4
"recouped",1
"recover",3
"recovered",7
"recoveries",1
"recovering",1
"recovery",29
"recoverygov",1
"recreation",1
"recreational",2
"recruit",1
"recruiters",3
"recruiting",5
"recused",1
"recusing",1
"recycle",1
"recyclers",1
"recycling",2
"red",13
"redefine",3
"redemptions",1
"redesign",1
"redesigned",1
"redevelop",1
"redfish",1
"redirect",1
"redirected",1
"redistributed",1
"redistribution",2
"redistricting",12
"redlight",1
"redskins",4
"reduce",36
"reduced",34
"reducedprice",1
"reduces",5
"reducing",14
"reduction",23
"reductions",4
"reed",5
"reelect",1
"reelected",5
"reelection",10
"reeling",1
"reentered",1
"refer",1
"references",1
"referendum",8
"referral",2
"referred",3
"referring",5
"refers",1
"refills",1
"refinance",3
"refinanced",2
"reflect",4
"reform",102
"reformed",3
"reformer",4
"reformers",1
"reforming",1
"reforms",9
"refuge",1
"refugee",2
"refugees",30
"refund",3
"refundable",1
"refunded",1
"refunds",2
"refusal",4
"refuse",6
"refused",30
"refuses",8
"refusing",5
"regard",5
"regarding",7
"regardless",5
"regime",7
"regiment",1
"regimes",3
"region",15
"regional",2
"regions",1
"register",6
"registered",23
"registering",1
"registration",15
"registrations",3
"registry",4
"regiven",1
"regressive",2
"regret",1
"regular",6
"regularly",2
"regulate",6
"regulated",2
"regulates",3
"regulating",6
"regulation",8
"regulations",31
"regulators",2
"regulatory",12
"rehabilitate",1
"reich",1
"reid",16
"reids",5
"reign",1
"reimbursable",1
"reimbursed",1
"reimbursement",1
"reimbursements",1
"rein",1
"reincarcerated",1
"reined",1
"reining",2
"reinstate",1
"reinstated",1
"reinstating",1
"reinvested",1
"reinvesting",1
"reject",2
"rejected",9
"rejecting",2
"rejection",1
"related",8
"relates",1
"relation",1
"relations",4
"relationship",3
"relationships",3
"relative",3
"relatively",6
"relatives",2
"release",13
"released",33
"releases",2
"releasing",5
"reliable",3
"relief",19
"relies",3
"religion",7
"religious",17
"relocate",4
"relocated",1
"relocation",1
"reluctance",1
"rely",6
"relying",1
"remain",12
"remainder",1
"remained",2
"remaining",4
"remains",11
"remarkable",2
"remarks",4
"remedial",1
"remedies",1
"remember",7
"remind",1
"reminder",1
"remittances",1
"remodel",1
"remodeling",2
"removal",2
"remove",16
"removed",10
"removes",2
"removing",5
"renacci",9
"renaccis",2
"renaissance",2
"renal",1
"renaming",1
"rendered",1
"rendering",1
"renders",1
"renee",2
"reneging",1
"renegotiate",1
"renegotiated",2
"renew",1
"renewable",6
"renewal",4
"renewals",1
"renovate",1
"rent",10
"rental",1
"rents",1
"reopen",2
"reopened",1
"rep",105
"repaid",4
"repair",5
"repaired",2
"repatriate",2
"repay",4
"repayment",1
"repayments",1
"repeal",20
"repealed",6
"repealing",12
"repeals",1
"repeat",2
"repeated",5
"repeatedly",17
"repeating",1
"replace",10
"replaced",7
"replacement",1
"replacing",2
"replicate",1
"replicated",1
"replied",1
"repmike",1
"report",48
"reported",13
"reporter",1
"reporters",3
"reporting",4
"reports",19
"represent",11
"representation",6
"representative",7
"representatives",26
"represented",4
"representing",3
"represents",9
"reproductive",4
"reps",13
"republic",6
"republicam",1
"republican",239
"republicanauthored",1
"republicanbacked",1
"republicancandidate",1
"republicancontrolled",4
"republicandrawn",1
"republicangovernors",1
"republicanled",3
"republicans",136
"republicanscott",1
"republicansenators",1
"republicansponsored",1
"repudiate",1
"reputation",2
"reputations",1
"request",7
"requested",8
"requesting",2
"requests",8
"require",32
"requirecondom",1
"required",34
"requirement",10
"requirements",7
"requires",17
"requiring",15
"rescind",1
"rescue",6
"research",34
"researchers",2
"researching",1
"reseller",1
"reselling",1
"resemble",1
"reservations",1
"reserve",22
"reserves",11
"reserving",1
"reservoir",2
"reset",1
"resettlement",1
"residence",2
"residency",5
"resident",1
"residential",3
"residents",44
"residing",1
"residual",2
"resign",6
"resignation",3
"resigned",2
"resigning",1
"resistance",1
"resolution",8
"resolve",2
"resolving",1
"resource",4
"resources",12
"respect",8
"respected",4
"respectively",1
"respiratory",1
"respond",4
"responded",4
"respondents",1
"responders",3
"responding",5
"response",9
"responsibility",7
"responsible",27
"responsibly",2
"rest",21
"restaurant",3
"restaurants",3
"restoration",4
"restore",8
"restored",3
"restoring",3
"restraint",1
"restrict",3
"restricting",1
"restriction",1
"restrictions",10
"restrictive",7
"restricts",1
"restrooms",1
"result",45
"resulted",16
"resulting",6
"results",6
"resume",1
"retail",1
"retained",2
"retaining",1
"retains",1
"retaliated",1
"retardation",1
"retention",2
"retire",8
"retired",5
"retiree",1
"retirees",11
"retireesdont",1
"retirement",27
"retirements",2
"retires",1
"retiring",2
"retooled",1
"retract",1
"retribution",1
"retrofitted",1
"retrofitting",1
"return",17
"returned",5
"returning",5
"returns",17
"reuses",2
"rev",4
"reveal",3
"revealed",7
"revelation",2
"revelations",1
"revenue",56
"revenues",23
"revered",1
"reversal",2
"reversed",5
"review",12
"revive",1
"revoke",1
"revoked",4
"revokes",1
"revolution",7
"revolutionary",4
"revolutionized",1
"revolving",1
"reward",3
"rewarded",2
"rewards",1
"rex",1
"rezkos",1
"rfond",2
"rhetoric",1
"rhode",102
"rhodemap",1
"ribble",1
"ribbon",1
"ribboncutting",2
"ricci",2
"rice",6
"rich",15
"richard",12
"richarddurbin",1
"richards",2
"richardson",2
"richardsondenish",1
"richest",14
"richmond",6
"rick",141
"rickscottsstarbucksheckler",1
"rico",3
"ricos",2
"rid",13
"ride",4
"ridehailing",1
"riders",2
"ridership",3
"rides",3
"rideshare",1
"ridesharing",2
"ridiculous",1
"riding",4
"rifle",10
"rifles",6
"rig",2
"rigell",1
"rigells",2
"rigged",4
"right",157
"righthand",1
"rightly",1
"rights",45
"rightsmike",1
"righttocarry",1
"righttolife",1
"righttowork",10
"rightwing",5
"rigorous",1
"rigs",5
"rihanna",1
"ring",1
"ringside",1
"rio",3
"riot",1
"riots",1
"rip",1
"ripped",1
"ripta",1
"rise",24
"risen",12
"rises",4
"rising",10
"risk",23
"riskfor",1
"risking",1
"risks",4
"risky",5
"rita",1
"rival",9
"rivaling",1
"rivals",1
"river",9
"rivera",2
"rivers",1
"rivlin",1
"rky",1
"rmont",1
"rnc",2
"rneenah",1
"rnh",1
"road",13
"roadmap",1
"roads",18
"roadside",3
"roadway",1
"roadways",2
"roaming",1
"rob",22
"robaina",1
"robbed",2
"robberies",2
"robbery",3
"roberson",1
"robert",11
"roberts",1
"robin",2
"robinson",1
"robinsons",1
"robocall",1
"robots",1
"robs",2
"robust",2
"rocap",1
"rock",3
"rockets",2
"rocking",1
"rocky",2
"rod",1
"rode",1
"rodent",1
"roe",8
"roger",1
"rogers",1
"roland",2
"role",6
"roll",2
"rolled",3
"rolling",4
"rolls",9
"roman",1
"romanians",1
"romanticized",1
"romney",141
"romneycare",7
"romneyryan",3
"romneys",27
"ron",25
"ronald",41
"ronaldrenuart",1
"ronda",1
"roof",2
"rooftop",2
"room",8
"rooms",3
"roosevelt",8
"rooted",2
"rose",8
"rosemary",1
"rosen",2
"rosenblum",1
"roses",1
"roslehtinen",1
"ross",2
"rot",1
"rotc",1
"rothstein",2
"rotunda",1
"rough",1
"roughly",30
"rouhani",1
"round",7
"rounding",1
"rounds",6
"roundtable",1
"routemiles",1
"routinely",3
"row",20
"rowan",1
"roy",9
"royalties",3
"royalty",1
"rtexas",1
"rubber",1
"rubberstamped",1
"rubio",46
"rubios",10
"rubioschumer",1
"rudy",4
"rufus",1
"rug",2
"rugs",3
"rugsthey",1
"ruins",1
"rule",14
"ruled",8
"rules",36
"ruling",5
"rulings",3
"run",45
"runaway",2
"runin",1
"running",54
"runoff",3
"runs",5
"runyan",2
"rural",6
"ruse",1
"rush",7
"rushed",3
"rushhour",2
"rushing",2
"rushmore",1
"russ",23
"russia",29
"russian",3
"russianprovided",1
"russians",5
"russias",1
"russo",1
"rutah",1
"rutgers",2
"ruth",1
"rwis",2
"rwisconsin",1
"ryan",40
"ryans",15
"ryanscott",1
"sachs",6
"sacrifice",1
"sacrificed",2
"sacrificing",1
"sacs",1
"saddam",3
"sadly",2
"sadr",1
"safe",18
"safely",2
"safer",5
"safest",5
"safety",22
"safetyeducation",1
"said",377
"saidas",1
"saidhewould",1
"saidin",1
"saidpresident",1
"saidsonia",1
"saidthe",1
"sailed",2
"saint",1
"saints",1
"sakineh",1
"sakonnet",1
"sal",1
"salaried",2
"salaries",26
"salary",20
"sale",10
"salem",2
"sales",54
"salesman",1
"salestax",1
"salmon",1
"salmonella",1
"salt",1
"salts",1
"saltwater",1
"saluted",1
"salvador",1
"sam",2
"sameday",1
"samesex",17
"samevalue",1
"sampson",1
"san",20
"sanction",2
"sanctioned",1
"sanctions",14
"sanctity",1
"sanctuary",12
"sand",1
"sanders",40
"sanderss",1
"sandra",1
"sands",1
"sandwich",3
"sandwiches",1
"sandy",14
"sanford",3
"sanger",3
"sanitary",1
"sanitation",1
"santa",1
"santarsiero",1
"santorum",10
"sarah",18
"sarswas",1
"sat",9
"satellite",1
"satellites",2
"satisfaction",1
"satisfied",1
"satisfy",1
"saturdays",1
"sauced",1
"saudi",22
"saudis",5
"sauk",1
"savaged",1
"savannah",2
"save",42
"saved",36
"saves",6
"saving",8
"savings",28
"savior",1
"saw",20
"saxby",1
"say",95
"saying",39
"sayingi",1
"saypresident",1
"sayreville",1
"says",2368
"saysabout",1
"saysbarack",1
"saysbernie",2
"sayscongressman",1
"saysdonald",1
"saysgary",1
"saysgop",1
"saysgov",1
"sayshillary",2
"saysjeb",1
"saysjosh",1
"saysloretta",1
"saysmichael",1
"saysmichele",1
"sayspatrick",1
"sayspeter",1
"sayspresident",4
"saysproposal",1
"saysrand",1
"saysruben",1
"sayssenate",1
"saysted",1
"saysthe",2
"saysthere",1
"saystheres",1
"saystom",1
"saysvirginia",1
"sboe",1
"scale",5
"scalia",2
"scam",2
"scamming",1
"scan",2
"scandal",6
"scandals",1
"scanners",1
"scarcity",1
"scare",1
"scary",1
"scenario",1
"schaufler",1
"schedule",7
"scheduled",2
"schedules",1
"scheduling",1
"scheme",12
"schemer",1
"schemes",2
"schiano",1
"schimel",2
"schip",1
"schneiders",1
"scholarly",1
"scholars",2
"scholarship",11
"scholarships",6
"school",212
"schoolage",1
"schoolaid",1
"schoolchildren",3
"schooling",1
"schools",130
"schrader",4
"schultz",8
"schumer",1
"schwarzenegger",1
"science",16
"sciences",1
"scientific",5
"scientifically",1
"scientist",2
"scientists",9
"scientologists",1
"scientology",1
"scions",1
"scoop",1
"scooters",1
"scope",1
"score",4
"scoreboard",1
"scored",2
"scores",10
"scoring",1
"scott",202
"scotts",11
"scottwalker",1
"scouts",2
"scramble",1
"scrap",2
"scraping",1
"scratched",1
"screamed",1
"screaming",2
"screen",3
"screening",7
"screeningand",1
"screenings",8
"screwdriver",2
"screwed",1
"scrutiny",2
"scuba",1
"sculpture",1
"scuttle",1
"sea",2
"seafood",1
"sealed",1
"sealevel",2
"seals",1
"seamen",2
"seams",1
"sean",6
"search",5
"searches",1
"season",1
"seat",9
"seats",8
"seattle",3
"seatwarmer",1
"seaworld",1
"sebelius",2
"secede",3
"seceding",1
"second",61
"secondary",3
"secondbest",1
"secondgeneration",1
"secondgeorge",1
"secondguess",1
"secondhighest",6
"secondlargest",3
"secondlowest",3
"secondmost",4
"seconds",5
"secondterm",1
"secret",12
"secretaries",1
"secretary",56
"secretly",6
"secrets",1
"section",2
"sector",57
"sectors",2
"secular",1
"secure",7
"secured",4
"secures",1
"securities",1
"securitiesproduct",1
"security",192
"securitys",1
"see",51
"seed",1
"seedy",1
"seeing",13
"seek",4
"seeking",8
"seeks",4
"seem",3
"seemingly",1
"seems",4
"seen",47
"sees",2
"segment",3
"segments",2
"segregated",3
"seize",2
"seized",2
"seizing",1
"seizure",1
"seizures",1
"selected",2
"selecting",2
"selection",2
"selective",1
"selectively",1
"selectors",1
"self",1
"selfavowed",1
"selfdefense",3
"selfdestruct",1
"selfemployment",1
"selffinancing",1
"selffunded",1
"selffunding",1
"selfimposed",1
"selfinduce",1
"selfpronounced",1
"sell",20
"seller",1
"sellers",3
"selling",11
"sells",6
"sellwood",3
"selma",1
"semblance",1
"semiautomatic",2
"seminars",1
"seminole",2
"sen",121
"senate",225
"senatebecause",1
"senates",1
"senator",67
"senators",21
"send",27
"sending",10
"sends",3
"seneca",1
"senelect",1
"senior",19
"seniority",1
"seniors",48
"senmark",1
"sens",6
"sense",7
"senseless",1
"sensible",1
"sent",50
"sentence",1
"sentenced",5
"sentences",6
"sentencing",3
"sentiment",1
"separate",14
"sept",7
"september",6
"septic",3
"sequester",13
"sequestration",4
"serial",2
"series",4
"serious",17
"seriously",5
"sermon",1
"sermons",1
"serums",1
"servants",1
"serve",17
"served",22
"server",2
"serves",2
"service",48
"servicemen",2
"services",37
"serving",24
"session",19
"sessions",7
"sestak",3
"set",25
"setbacks",1
"seth",1
"seton",1
"sets",2
"setting",5
"settle",2
"settled",2
"settlement",1
"settlements",1
"seven",62
"sevenfigure",1
"seventh",1
"seventy",7
"seventyfive",1
"seventyfour",1
"seventytwo",1
"several",17
"severance",1
"severe",3
"severed",1
"severely",1
"severity",1
"sewage",3
"sewer",3
"sewerage",1
"sewers",1
"sex",37
"sexlinked",1
"sexselection",1
"sexselective",1
"sexting",2
"sexual",23
"sexually",4
"sgt",1
"shackles",1
"shade",2
"shades",1
"shadows",1
"shady",3
"shah",2
"shaheen",8
"shalala",1
"shale",3
"shall",2
"shamed",1
"shanghai",1
"shape",2
"share",20
"shared",2
"shares",2
"sharia",7
"shariah",1
"sharing",2
"shark",2
"sharp",1
"sharpefirst",1
"sharpton",1
"sharron",4
"shattered",1
"shave",1
"sheaporter",3
"shedding",1
"sheen",1
"sheet",3
"sheets",1
"sheikh",1
"sheila",2
"shelby",3
"sheldon",5
"shelf",2
"shell",3
"shelled",1
"shellfish",1
"shelly",1
"shelter",1
"sheltered",1
"shelters",3
"sheriff",6
"sheriffs",9
"sherrod",29
"sherwinwilliams",1
"shes",10
"shetterly",1
"shield",3
"shift",5
"shifted",2
"shin",1
"ship",9
"shipbuilders",1
"shipment",1
"shipping",3
"ships",1
"shirley",1
"shirts",1
"shocked",1
"shocking",2
"shoe",1
"shoes",1
"shoot",4
"shooter",3
"shooters",1
"shootershould",1
"shooting",11
"shootings",22
"shoots",1
"shop",2
"shopping",1
"shops",8
"shore",4
"shores",2
"short",7
"shortage",3
"shortcomings",1
"shortest",1
"shortfall",6
"shortfalls",1
"shortterm",1
"shot",20
"shouldnt",6
"shoved",1
"shoveled",1
"show",46
"showed",9
"shower",2
"showered",2
"showhillary",1
"showing",12
"shown",13
"shows",44
"shrank",1
"shred",2
"shredit",1
"shrink",2
"shrinking",5
"shrinkwrapped",1
"shrub",1
"shrunk",1
"shun",1
"shunned",1
"shut",26
"shutdown",13
"shutdowns",2
"shuts",1
"shutting",4
"shuttle",1
"sic",4
"sick",4
"side",22
"sided",3
"sidelines",2
"sidestep",1
"sidewalk",1
"sidewalks",2
"sidney",1
"siemens",1
"sierra",2
"sign",20
"signature",4
"signatures",3
"signed",48
"signer",1
"signers",1
"significance",1
"significant",21
"significantly",15
"signing",5
"signs",11
"silberkraus",2
"silence",1
"silent",4
"silver",1
"simac",1
"similar",17
"similarity",1
"simple",9
"simply",21
"simpson",2
"simpsonbowles",3
"simulation",1
